Method	Dataset	Metric	Value	Set
EpitopeVec	Enterobacteriaceae	PPV	0.49746192893401	Holdout
EpitopeVec	Enterobacteriaceae	NPV	0.563380281690141	Holdout
EpitopeVec	Enterobacteriaceae	Sensitivity	0.575342465753425	Holdout
EpitopeVec	Enterobacteriaceae	Specificity	0.48526863084922	Holdout
EpitopeVec	Enterobacteriaceae	Balanced accuracy	0.530305548301322	Holdout
EpitopeVec	Enterobacteriaceae	Accuracy	0.527573529411765	Holdout
EpitopeVec	Lentivirus	AUC	0.595998595998596	Holdout
EpitopeVec	Lentivirus	F1	0.571428571428571	Holdout
EpitopeVec	Lentivirus	MCC	0.0674723421055707	Holdout
EpitopeVec	Lentivirus	PPV	0.692307692307692	Holdout
EpitopeVec	Lentivirus	NPV	0.371900826446281	Holdout
EpitopeVec	Lentivirus	Sensitivity	0.486486486486487	Holdout
EpitopeVec	Lentivirus	Specificity	0.584415584415584	Holdout
EpitopeVec	Lentivirus	Balanced accuracy	0.535451035451035	Holdout
EpitopeVec	Lentivirus	Accuracy	0.52	Holdout
EpitopeVec	M. tuberculosis	AUC	0.519018879554836	Holdout
EpitopeVec	M. tuberculosis	F1	0.51006711409396	Holdout
EpitopeVec	M. tuberculosis	MCC	-0.00756799064341671	Holdout
EpitopeVec	M. tuberculosis	PPV	0.514978601997147	Holdout
EpitopeVec	M. tuberculosis	NPV	0.477457501847746	Holdout
EpitopeVec	M. tuberculosis	Sensitivity	0.505248425472358	Holdout
EpitopeVec	M. tuberculosis	Specificity	0.487179487179487	Holdout
EpitopeVec	M. tuberculosis	Balanced accuracy	0.496213956325923	Holdout
EpitopeVec	M. tuberculosis	Accuracy	0.496551724137931	Holdout
EpitopeVec	Orthopoxvirus	AUC	0.677548174442191	Holdout
EpitopeVec	Orthopoxvirus	F1	0.138248847926267	Holdout
EpitopeVec	Orthopoxvirus	MCC	-0.206270051903523	Holdout
EpitopeVec	Orthopoxvirus	PPV	0.0943396226415094	Holdout
EpitopeVec	Orthopoxvirus	NPV	0.748538011695906	Holdout
EpitopeVec	Orthopoxvirus	Sensitivity	0.258620689655172	Holdout
EpitopeVec	Orthopoxvirus	Specificity	0.470588235294118	Holdout
EpitopeVec	Orthopoxvirus	Balanced accuracy	0.364604462474645	Holdout
EpitopeVec	Orthopoxvirus	Accuracy	0.433333333333333	Holdout
EpitopeVec	P. aeruginosa	AUC	0.565282454171343	Holdout
EpitopeVec	P. aeruginosa	F1	0.697986577181208	Holdout
EpitopeVec	P. aeruginosa	MCC	0.145250099587134	Holdout
EpitopeVec	P. aeruginosa	PPV	0.764705882352941	Holdout
EpitopeVec	P. aeruginosa	NPV	0.369565217391304	Holdout
EpitopeVec	P. aeruginosa	Sensitivity	0.641975308641975	Holdout
EpitopeVec	P. aeruginosa	Specificity	0.515151515151515	Holdout
EpitopeVec	P. aeruginosa	Balanced accuracy	0.578563411896745	Holdout
EpitopeVec	P. aeruginosa	Accuracy	0.605263157894737	Holdout
EpitopeVec	P. falciparum	AUC	0.511606331537613	Holdout
EpitopeVec	P. falciparum	F1	0.642390659014447	Holdout
EpitopeVec	P. falciparum	MCC	0.0175192350439778	Holdout
EpitopeVec	P. falciparum	PPV	0.630781189273222	Holdout
EpitopeVec	P. falciparum	NPV	0.386981402002861	Holdout
EpitopeVec	P. falciparum	Sensitivity	0.654435483870968	Holdout
EpitopeVec	P. falciparum	Specificity	0.362843729040912	Holdout
EpitopeVec	P. falciparum	Balanced accuracy	0.50863960645594	Holdout
EpitopeVec	P. falciparum	Accuracy	0.544950893981365	Holdout
EpitopeVec	SARS-Cov-2	AUC	0.629954456258945	Holdout
EpitopeVec	SARS-Cov-2	F1	0.221556886227545	Holdout
EpitopeVec	SARS-Cov-2	MCC	0.101435820657243	Holdout
EpitopeVec	SARS-Cov-2	PPV	0.134885025238362	Holdout
EpitopeVec	SARS-Cov-2	NPV	0.92668986083499	Holdout
EpitopeVec	SARS-Cov-2	Sensitivity	0.619845360824742	Holdout
EpitopeVec	SARS-Cov-2	Specificity	0.547255650132081	Holdout
EpitopeVec	SARS-Cov-2	Balanced accuracy	0.583550505478412	Holdout
EpitopeVec	SARS-Cov-2	Accuracy	0.55467720685112	Holdout
EpitopeVec	S. mansoni	AUC	0.55340371418974	Holdout
EpitopeVec	S. mansoni	F1	0.295546558704453	Holdout
EpitopeVec	S. mansoni	MCC	-0.0163782347512895	Holdout
EpitopeVec	S. mansoni	PPV	0.273921200750469	Holdout
EpitopeVec	S. mansoni	NPV	0.710402999062793	Holdout
EpitopeVec	S. mansoni	Sensitivity	0.320879120879121	Holdout
EpitopeVec	S. mansoni	Specificity	0.662008733624454	Holdout
EpitopeVec	S. mansoni	Balanced accuracy	0.491443927251788	Holdout
EpitopeVec	S. mansoni	Accuracy	0.565	Holdout
EpitopeVec	T. gondii	AUC	0.61957349581112	Holdout
EpitopeVec	T. gondii	F1	0.682291666666667	Holdout
EpitopeVec	T. gondii	MCC	0.0840143137830922	Holdout
EpitopeVec	T. gondii	PPV	0.71978021978022	Holdout
EpitopeVec	T. gondii	NPV	0.36036036036036	Holdout
EpitopeVec	T. gondii	Sensitivity	0.648514851485149	Holdout
EpitopeVec	T. gondii	Specificity	0.43956043956044	Holdout
EpitopeVec	T. gondii	Balanced accuracy	0.544037645522794	Holdout
EpitopeVec	T. gondii	Accuracy	0.583617747440273	Holdout
ESM-1b bl.	C. difficile	AUC	0.486211545532541	Holdout
ESM-1b bl.	C. difficile	F1	0.176991150442478	Holdout
ESM-1b bl.	C. difficile	MCC	0.0517383821375513	Holdout
ESM-1b bl.	C. difficile	PPV	0.097323600973236	Holdout
ESM-1b bl.	C. difficile	NPV	0.964285714285714	Holdout
ESM-1b bl.	C. difficile	Sensitivity	0.975609756097561	Holdout
ESM-1b bl.	C. difficile	Specificity	0.0678391959798995	Holdout
ESM-1b bl.	C. difficile	Balanced accuracy	0.52172447603873	Holdout
ESM-1b bl.	C. difficile	Accuracy	0.152619589977221	Holdout
ESM-1b bl.	C. trachomatis	AUC	0.768746862449799	Holdout
ESM-1b bl.	C. trachomatis	F1	0.617924528301887	Holdout
ESM-1b bl.	C. trachomatis	MCC	0.385305726943011	Holdout
ESM-1b bl.	C. trachomatis	PPV	0.779761904761905	Holdout
ESM-1b bl.	C. trachomatis	NPV	0.629080118694362	Holdout
ESM-1b bl.	C. trachomatis	Sensitivity	0.51171875	Holdout
ESM-1b bl.	C. trachomatis	Specificity	0.85140562248996	Holdout
ESM-1b bl.	C. trachomatis	Balanced accuracy	0.68156218624498	Holdout
ESM-1b bl.	C. trachomatis	Accuracy	0.679207920792079	Holdout
ESM-1b bl.	Filoviridae	AUC	0.943595096982759	Holdout
ESM-1b bl.	Filoviridae	F1	0.602941176470588	Holdout
ESM-1b bl.	Filoviridae	MCC	0.558264943237627	Holdout
ESM-1b bl.	Filoviridae	PPV	0.525641025641026	Holdout
ESM-1b bl.	Filoviridae	NPV	0.965447154471545	Holdout
ESM-1b bl.	Filoviridae	Sensitivity	0.706896551724138	Holdout
ESM-1b bl.	Filoviridae	Specificity	0.927734375	Holdout
ESM-1b bl.	Filoviridae	Balanced accuracy	0.817315463362069	Holdout
ESM-1b bl.	Filoviridae	Accuracy	0.905263157894737	Holdout
ESM-1b bl.	Human Gammaherpesvirus 4	AUC	0.607527737553618	Holdout
ESM-1b bl.	Human Gammaherpesvirus 4	F1	0.376873661670236	Holdout
ESM-1b bl.	Human Gammaherpesvirus 4	MCC	0.24912736104327	Holdout
ESM-1b bl.	Human Gammaherpesvirus 4	PPV	0.745762711864407	Holdout
ESM-1b bl.	Human Gammaherpesvirus 4	NPV	0.598152424942263	Holdout
ESM-1b bl.	Human Gammaherpesvirus 4	Sensitivity	0.25214899713467	Holdout
ESM-1b bl.	Human Gammaherpesvirus 4	Specificity	0.92831541218638	Holdout
ESM-1b bl.	Human Gammaherpesvirus 4	Balanced accuracy	0.590232204660525	Holdout
ESM-1b bl.	Human Gammaherpesvirus 4	Accuracy	0.620846905537459	Holdout
ESM-1b bl.	Influenza A	AUC	0.718671556414061	Holdout
ESM-1b bl.	Influenza A	F1	0.823899371069182	Holdout
ESM-1b bl.	Influenza A	MCC	-0.0578513272334432	Holdout
ESM-1b bl.	Influenza A	PPV	0.743262411347518	Holdout
ESM-1b bl.	Influenza A	NPV	0.156862745098039	Holdout
ESM-1b bl.	Influenza A	Sensitivity	0.924162257495591	Holdout
ESM-1b bl.	Influenza A	Specificity	0.0423280423280423	Holdout
ESM-1b bl.	Influenza A	Balanced accuracy	0.483245149911817	Holdout
ESM-1b bl.	Influenza A	Accuracy	0.703703703703704	Holdout
ESM-1b bl.	Measles morbilivirus	AUC	0.577420343137255	Holdout
ESM-1b bl.	Measles morbilivirus	F1	0.608040201005025	Holdout
ESM-1b bl.	Measles morbilivirus	MCC	0.159664344969828	Holdout
ESM-1b bl.	Measles morbilivirus	PPV	0.530701754385965	Holdout
ESM-1b bl.	Measles morbilivirus	NPV	0.634328358208955	Holdout
ESM-1b bl.	Measles morbilivirus	Sensitivity	0.711764705882353	Holdout
ESM-1b bl.	Measles morbilivirus	Specificity	0.442708333333333	Holdout
ESM-1b bl.	Measles morbilivirus	Balanced accuracy	0.577236519607843	Holdout
ESM-1b bl.	Measles morbilivirus	Accuracy	0.569060773480663	Holdout
ESM-1b bl.	Mononegavirales	AUC	0.740039589557944	Holdout
ESM-1b bl.	Mononegavirales	F1	0.59308314937454	Holdout
ESM-1b bl.	Mononegavirales	MCC	0.32084140651009	Holdout
ESM-1b bl.	Mononegavirales	PPV	0.46969696969697	Holdout
ESM-1b bl.	Mononegavirales	NPV	0.839080459770115	Holdout
ESM-1b bl.	Mononegavirales	Sensitivity	0.80439121756487	Holdout
ESM-1b bl.	Mononegavirales	Specificity	0.528985507246377	Holdout
ESM-1b bl.	Mononegavirales	Balanced accuracy	0.666688362405624	Holdout
ESM-1b bl.	Mononegavirales	Accuracy	0.623040218132243	Holdout
ESM-1b bl.	O. volvulus	AUC	0.672958808029141	Holdout
ESM-1b bl.	O. volvulus	F1	0.250497017892644	Holdout
ESM-1b bl.	O. volvulus	MCC	0.201578330456862	Holdout
ESM-1b bl.	O. volvulus	PPV	0.431506849315068	Holdout
ESM-1b bl.	O. volvulus	NPV	0.868456375838926	Holdout
ESM-1b bl.	O. volvulus	Sensitivity	0.176470588235294	Holdout
ESM-1b bl.	O. volvulus	Specificity	0.95899209486166	Holdout
ESM-1b bl.	O. volvulus	Balanced accuracy	0.567731341548477	Holdout
ESM-1b bl.	O. volvulus	Accuracy	0.841663166736665	Holdout
ESM-1b bl.	B. pertussis	AUC	0.527481085892301	Holdout
ESM-1b bl.	B. pertussis	F1	0.822134387351779	Holdout
ESM-1b bl.	B. pertussis	MCC	-0.0898083993027845	Holdout
ESM-1b bl.	B. pertussis	PPV	0.712328767123288	Holdout
ESM-1b bl.	B. pertussis	NPV	0	Holdout
ESM-1b bl.	B. pertussis	Sensitivity	0.97196261682243	Holdout
ESM-1b bl.	B. pertussis	Specificity	0	Holdout
ESM-1b bl.	B. pertussis	Balanced accuracy	0.485981308411215	Holdout
ESM-1b bl.	B. pertussis	Accuracy	0.697986577181208	Holdout
ESM-1b bl.	Corynebacterium	AUC	0.51712962962963	Holdout
ESM-1b bl.	Corynebacterium	F1	0.683544303797468	Holdout
ESM-1b bl.	Corynebacterium	MCC	0.294174202707276	Holdout
ESM-1b bl.	Corynebacterium	PPV	0.519230769230769	Holdout
ESM-1b bl.	Corynebacterium	NPV	1	Holdout
ESM-1b bl.	Corynebacterium	Sensitivity	1	Holdout
ESM-1b bl.	Corynebacterium	Specificity	0.166666666666667	Holdout
ESM-1b bl.	Corynebacterium	Balanced accuracy	0.583333333333333	Holdout
ESM-1b bl.	Corynebacterium	Accuracy	0.56140350877193	Holdout
ESM-1b bl.	E. coli	AUC	0.854983067247218	Holdout
ESM-1b bl.	E. coli	F1	0.862690707350901	Holdout
ESM-1b bl.	E. coli	MCC	0.21661312239165	Holdout
ESM-1b bl.	E. coli	PPV	0.76039119804401	Holdout
ESM-1b bl.	E. coli	NPV	0.888888888888889	Holdout
ESM-1b bl.	E. coli	Sensitivity	0.996794871794872	Holdout
ESM-1b bl.	E. coli	Specificity	0.0754716981132075	Holdout
ESM-1b bl.	E. coli	Balanced accuracy	0.53613328495404	Holdout
ESM-1b bl.	E. coli	Accuracy	0.763157894736842	Holdout
ESM-1b bl.	Enterobacteriaceae	AUC	0.722479794605338	Holdout
ESM-1b bl.	Enterobacteriaceae	F1	0.631578947368421	Holdout
ESM-1b bl.	Enterobacteriaceae	MCC	-0.0348986886857516	Holdout
ESM-1b bl.	Enterobacteriaceae	PPV	0.467166979362101	Holdout
ESM-1b bl.	Enterobacteriaceae	NPV	0.409090909090909	Holdout
ESM-1b bl.	Enterobacteriaceae	Sensitivity	0.974559686888454	Holdout
ESM-1b bl.	Enterobacteriaceae	Specificity	0.0155979202772964	Holdout
ESM-1b bl.	Enterobacteriaceae	Balanced accuracy	0.495078803582875	Holdout
ESM-1b bl.	Enterobacteriaceae	Accuracy	0.465992647058824	Holdout
ESM-1b bl.	Lentivirus	AUC	0.794489294489295	Holdout
ESM-1b bl.	Lentivirus	F1	0.876623376623377	Holdout
ESM-1b bl.	Lentivirus	MCC	0.614975326035242	Holdout
ESM-1b bl.	Lentivirus	PPV	0.84375	Holdout
ESM-1b bl.	Lentivirus	NPV	0.8	Holdout
ESM-1b bl.	Lentivirus	Sensitivity	0.912162162162162	Holdout
ESM-1b bl.	Lentivirus	Specificity	0.675324675324675	Holdout
ESM-1b bl.	Lentivirus	Balanced accuracy	0.793743418743419	Holdout
ESM-1b bl.	Lentivirus	Accuracy	0.831111111111111	Holdout
ESM-1b bl.	M. tuberculosis	AUC	0.50623900311053	Holdout
ESM-1b bl.	M. tuberculosis	F1	0.647742633144093	Holdout
ESM-1b bl.	M. tuberculosis	MCC	0.0392287884825752	Holdout
ESM-1b bl.	M. tuberculosis	PPV	0.527753303964758	Holdout
ESM-1b bl.	M. tuberculosis	NPV	0.523711340206186	Holdout
ESM-1b bl.	M. tuberculosis	Sensitivity	0.838348495451365	Holdout
ESM-1b bl.	M. tuberculosis	Specificity	0.191553544494721	Holdout
ESM-1b bl.	M. tuberculosis	Balanced accuracy	0.514951019973043	Holdout
ESM-1b bl.	M. tuberculosis	Accuracy	0.527041742286751	Holdout
ESM-1b bl.	Orthopoxvirus	AUC	0.693141480730223	Holdout
ESM-1b bl.	Orthopoxvirus	F1	0.396551724137931	Holdout
ESM-1b bl.	Orthopoxvirus	MCC	0.245873504012445	Holdout
ESM-1b bl.	Orthopoxvirus	PPV	0.264367816091954	Holdout
ESM-1b bl.	Orthopoxvirus	NPV	0.923076923076923	Holdout
ESM-1b bl.	Orthopoxvirus	Sensitivity	0.793103448275862	Holdout
ESM-1b bl.	Orthopoxvirus	Specificity	0.529411764705882	Holdout
ESM-1b bl.	Orthopoxvirus	Balanced accuracy	0.661257606490872	Holdout
ESM-1b bl.	Orthopoxvirus	Accuracy	0.575757575757576	Holdout
ESM-1b bl.	P. aeruginosa	AUC	0.669098391320614	Holdout
ESM-1b bl.	P. aeruginosa	F1	0.690647482014389	Holdout
ESM-1b bl.	P. aeruginosa	MCC	0.262683909374395	Holdout
ESM-1b bl.	P. aeruginosa	PPV	0.827586206896552	Holdout
ESM-1b bl.	P. aeruginosa	NPV	0.410714285714286	Holdout
ESM-1b bl.	P. aeruginosa	Sensitivity	0.592592592592593	Holdout
ESM-1b bl.	P. aeruginosa	Specificity	0.696969696969697	Holdout
ESM-1b bl.	P. aeruginosa	Balanced accuracy	0.644781144781145	Holdout
ESM-1b bl.	P. aeruginosa	Accuracy	0.62280701754386	Holdout
ESM-1b bl.	P. falciparum	AUC	0.791586075593345	Holdout
ESM-1b bl.	P. falciparum	F1	0.814591951861602	Holdout
ESM-1b bl.	P. falciparum	MCC	0.453271236562517	Holdout
ESM-1b bl.	P. falciparum	PPV	0.763213530655391	Holdout
ESM-1b bl.	P. falciparum	NPV	0.722859664607237	Holdout
ESM-1b bl.	P. falciparum	Sensitivity	0.873387096774194	Holdout
ESM-1b bl.	P. falciparum	Specificity	0.549295774647887	Holdout
ESM-1b bl.	P. falciparum	Balanced accuracy	0.71134143571104	Holdout
ESM-1b bl.	P. falciparum	Accuracy	0.751699823721984	Holdout
ESM-1b bl.	SARS-Cov-2	AUC	0.46088877810693	Holdout
ESM-1b bl.	SARS-Cov-2	F1	0.163890739506995	Holdout
ESM-1b bl.	SARS-Cov-2	MCC	0.0723132017299886	Holdout
ESM-1b bl.	SARS-Cov-2	PPV	0.169655172413793	Holdout
ESM-1b bl.	SARS-Cov-2	NPV	0.904879825200291	Holdout
ESM-1b bl.	SARS-Cov-2	Sensitivity	0.158505154639175	Holdout
ESM-1b bl.	SARS-Cov-2	Specificity	0.911652480187849	Holdout
ESM-1b bl.	SARS-Cov-2	Balanced accuracy	0.535078817413512	Holdout
ESM-1b bl.	SARS-Cov-2	Accuracy	0.834650856389987	Holdout
ESM-1b bl.	S. mansoni	AUC	0.543571188636691	Holdout
ESM-1b bl.	S. mansoni	F1	0.329774614472123	Holdout
ESM-1b bl.	S. mansoni	MCC	0.0926527760270721	Holdout
ESM-1b bl.	S. mansoni	PPV	0.358247422680412	Holdout
ESM-1b bl.	S. mansoni	NPV	0.739273927392739	Holdout
ESM-1b bl.	S. mansoni	Sensitivity	0.305494505494506	Holdout
ESM-1b bl.	S. mansoni	Specificity	0.782532751091703	Holdout
ESM-1b bl.	S. mansoni	Balanced accuracy	0.544013628293104	Holdout
ESM-1b bl.	S. mansoni	Accuracy	0.646875	Holdout
ESM-1b bl.	T. gondii	AUC	0.654063758024154	Holdout
ESM-1b bl.	T. gondii	F1	0.805970149253731	Holdout
ESM-1b bl.	T. gondii	MCC	0.127740215810867	Holdout
ESM-1b bl.	T. gondii	PPV	0.707865168539326	Holdout
ESM-1b bl.	T. gondii	NPV	0.5	Holdout
ESM-1b bl.	T. gondii	Sensitivity	0.935643564356436	Holdout
ESM-1b bl.	T. gondii	Specificity	0.142857142857143	Holdout
ESM-1b bl.	T. gondii	Balanced accuracy	0.539250353606789	Holdout
ESM-1b bl.	T. gondii	Accuracy	0.689419795221843	Holdout
NPTransfer bl.	C. difficile	AUC	0.58426277730114	Holdout
NPTransfer bl.	C. difficile	F1	0.170833333333333	Holdout
NPTransfer bl.	C. difficile	MCC	0	Holdout
NPTransfer bl.	C. difficile	PPV	0.0933940774487472	Holdout
NPTransfer bl.	C. difficile	NPV	0	Holdout
NPTransfer bl.	C. difficile	Sensitivity	1	Holdout
NPTransfer bl.	C. difficile	Specificity	0	Holdout
NPTransfer bl.	C. difficile	Balanced accuracy	0.5	Holdout
NPTransfer bl.	C. difficile	Accuracy	0.0933940774487472	Holdout
NPTransfer bl.	C. trachomatis	AUC	0.775484751506024	Holdout
NPTransfer bl.	C. trachomatis	F1	0.711382113821138	Holdout
NPTransfer bl.	C. trachomatis	MCC	0.439511088461213	Holdout
NPTransfer bl.	C. trachomatis	PPV	0.741525423728813	Holdout
NPTransfer bl.	C. trachomatis	NPV	0.698884758364312	Holdout
NPTransfer bl.	C. trachomatis	Sensitivity	0.68359375	Holdout
NPTransfer bl.	C. trachomatis	Specificity	0.755020080321285	Holdout
NPTransfer bl.	C. trachomatis	Balanced accuracy	0.719306915160643	Holdout
NPTransfer bl.	C. trachomatis	Accuracy	0.718811881188119	Holdout
NPTransfer bl.	Filoviridae	AUC	0.966258081896552	Holdout
NPTransfer bl.	Filoviridae	F1	0.742424242424242	Holdout
NPTransfer bl.	Filoviridae	MCC	0.715986861403242	Holdout
NPTransfer bl.	Filoviridae	PPV	0.662162162162162	Holdout
NPTransfer bl.	Filoviridae	NPV	0.981854838709677	Holdout
NPTransfer bl.	Filoviridae	Sensitivity	0.844827586206897	Holdout
NPTransfer bl.	Filoviridae	Specificity	0.951171875	Holdout
NPTransfer bl.	Filoviridae	Balanced accuracy	0.897999730603448	Holdout
NPTransfer bl.	Filoviridae	Accuracy	0.940350877192982	Holdout
NPTransfer bl.	Human Gammaherpesvirus 4	AUC	0.59328752914112	Holdout
NPTransfer bl.	Human Gammaherpesvirus 4	F1	0.42911877394636	Holdout
NPTransfer bl.	Human Gammaherpesvirus 4	MCC	0.208733447042548	Holdout
NPTransfer bl.	Human Gammaherpesvirus 4	PPV	0.647398843930636	Holdout
NPTransfer bl.	Human Gammaherpesvirus 4	NPV	0.6013456686291	Holdout
NPTransfer bl.	Human Gammaherpesvirus 4	Sensitivity	0.320916905444126	Holdout
NPTransfer bl.	Human Gammaherpesvirus 4	Specificity	0.854241338112306	Holdout
NPTransfer bl.	Human Gammaherpesvirus 4	Balanced accuracy	0.587579121778216	Holdout
NPTransfer bl.	Human Gammaherpesvirus 4	Accuracy	0.611726384364821	Holdout
NPTransfer bl.	Influenza A	AUC	0.631682577008856	Holdout
NPTransfer bl.	Influenza A	F1	0.814262023217247	Holdout
NPTransfer bl.	Influenza A	MCC	0.099241625856968	Holdout
NPTransfer bl.	Influenza A	PPV	0.768388106416275	Holdout
NPTransfer bl.	Influenza A	NPV	0.35042735042735	Holdout
NPTransfer bl.	Influenza A	Sensitivity	0.865961199294533	Holdout
NPTransfer bl.	Influenza A	Specificity	0.216931216931217	Holdout
NPTransfer bl.	Influenza A	Balanced accuracy	0.541446208112875	Holdout
NPTransfer bl.	Influenza A	Accuracy	0.703703703703704	Holdout
NPTransfer bl.	Measles morbilivirus	AUC	0.633547794117647	Holdout
NPTransfer bl.	Measles morbilivirus	F1	0.658385093167702	Holdout
NPTransfer bl.	Measles morbilivirus	MCC	0.194331969249576	Holdout
NPTransfer bl.	Measles morbilivirus	PPV	0.507987220447284	Holdout
NPTransfer bl.	Measles morbilivirus	NPV	0.775510204081633	Holdout
NPTransfer bl.	Measles morbilivirus	Sensitivity	0.935294117647059	Holdout
NPTransfer bl.	Measles morbilivirus	Specificity	0.197916666666667	Holdout
NPTransfer bl.	Measles morbilivirus	Balanced accuracy	0.566605392156863	Holdout
NPTransfer bl.	Measles morbilivirus	Accuracy	0.544198895027624	Holdout
NPTransfer bl.	Mononegavirales	AUC	0.739081877652562	Holdout
NPTransfer bl.	Mononegavirales	F1	0.547028274668205	Holdout
NPTransfer bl.	Mononegavirales	MCC	0.208712700843372	Holdout
NPTransfer bl.	Mononegavirales	PPV	0.38474025974026	Holdout
NPTransfer bl.	Mononegavirales	NPV	0.885106382978723	Holdout
NPTransfer bl.	Mononegavirales	Sensitivity	0.946107784431138	Holdout
NPTransfer bl.	Mononegavirales	Specificity	0.215320910973085	Holdout
NPTransfer bl.	Mononegavirales	Balanced accuracy	0.580714347702111	Holdout
NPTransfer bl.	Mononegavirales	Accuracy	0.464894342194956	Holdout
NPTransfer bl.	O. volvulus	AUC	0.635519425161369	Holdout
NPTransfer bl.	O. volvulus	F1	0.347249834327369	Holdout
NPTransfer bl.	O. volvulus	MCC	0.210153153809439	Holdout
NPTransfer bl.	O. volvulus	PPV	0.227430555555556	Holdout
NPTransfer bl.	O. volvulus	NPV	0.922701383238405	Holdout
NPTransfer bl.	O. volvulus	Sensitivity	0.733893557422969	Holdout
NPTransfer bl.	O. volvulus	Specificity	0.560276679841897	Holdout
NPTransfer bl.	O. volvulus	Balanced accuracy	0.647085118632433	Holdout
NPTransfer bl.	O. volvulus	Accuracy	0.586308273834523	Holdout
NPTransfer bl.	B. pertussis	AUC	0.588340008900757	Holdout
NPTransfer bl.	B. pertussis	F1	0.8359375	Holdout
NPTransfer bl.	B. pertussis	MCC	0	Holdout
NPTransfer bl.	B. pertussis	PPV	0.718120805369127	Holdout
NPTransfer bl.	B. pertussis	NPV	0	Holdout
NPTransfer bl.	B. pertussis	Sensitivity	1	Holdout
NPTransfer bl.	B. pertussis	Specificity	0	Holdout
NPTransfer bl.	B. pertussis	Balanced accuracy	0.5	Holdout
NPTransfer bl.	B. pertussis	Accuracy	0.718120805369127	Holdout
NPTransfer bl.	Corynebacterium	AUC	0.55	Holdout
NPTransfer bl.	Corynebacterium	F1	0.642857142857143	Holdout
NPTransfer bl.	Corynebacterium	MCC	0	Holdout
NPTransfer bl.	Corynebacterium	PPV	0.473684210526316	Holdout
NPTransfer bl.	Corynebacterium	NPV	0	Holdout
NPTransfer bl.	Corynebacterium	Sensitivity	1	Holdout
NPTransfer bl.	Corynebacterium	Specificity	0	Holdout
NPTransfer bl.	Corynebacterium	Balanced accuracy	0.5	Holdout
NPTransfer bl.	Corynebacterium	Accuracy	0.473684210526316	Holdout
NPTransfer bl.	E. coli	AUC	0.830400338655056	Holdout
NPTransfer bl.	E. coli	F1	0.874285714285714	Holdout
NPTransfer bl.	E. coli	MCC	0.349229268676267	Holdout
NPTransfer bl.	E. coli	PPV	0.788659793814433	Holdout
NPTransfer bl.	E. coli	NPV	0.8	Holdout
NPTransfer bl.	E. coli	Sensitivity	0.980769230769231	Holdout
NPTransfer bl.	E. coli	Specificity	0.226415094339623	Holdout
NPTransfer bl.	E. coli	Balanced accuracy	0.603592162554427	Holdout
NPTransfer bl.	E. coli	Accuracy	0.789473684210526	Holdout
NPTransfer bl.	Enterobacteriaceae	AUC	0.728238713637921	Holdout
NPTransfer bl.	Enterobacteriaceae	F1	0.61941251596424	Holdout
NPTransfer bl.	Enterobacteriaceae	MCC	-0.11276508519086	Holdout
NPTransfer bl.	Enterobacteriaceae	PPV	0.459715639810427	Holdout
NPTransfer bl.	Enterobacteriaceae	NPV	0.212121212121212	Holdout
NPTransfer bl.	Enterobacteriaceae	Sensitivity	0.949119373776908	Holdout
NPTransfer bl.	Enterobacteriaceae	Specificity	0.0121317157712305	Holdout
NPTransfer bl.	Enterobacteriaceae	Balanced accuracy	0.480625544774069	Holdout
NPTransfer bl.	Enterobacteriaceae	Accuracy	0.452205882352941	Holdout
NPTransfer bl.	Lentivirus	AUC	0.647683397683398	Holdout
NPTransfer bl.	Lentivirus	F1	0.847058823529412	Holdout
NPTransfer bl.	Lentivirus	MCC	0.468851732528178	Holdout
NPTransfer bl.	Lentivirus	PPV	0.75	Holdout
NPTransfer bl.	Lentivirus	NPV	0.878787878787879	Holdout
NPTransfer bl.	Lentivirus	Sensitivity	0.972972972972973	Holdout
NPTransfer bl.	Lentivirus	Specificity	0.376623376623377	Holdout
NPTransfer bl.	Lentivirus	Balanced accuracy	0.674798174798175	Holdout
NPTransfer bl.	Lentivirus	Accuracy	0.768888888888889	Holdout
NPTransfer bl.	M. tuberculosis	AUC	0.559649714437102	Holdout
NPTransfer bl.	M. tuberculosis	F1	0.57760663507109	Holdout
NPTransfer bl.	M. tuberculosis	MCC	-0.0556824775315637	Holdout
NPTransfer bl.	M. tuberculosis	PPV	0.500770416024653	Holdout
NPTransfer bl.	M. tuberculosis	NPV	0.438118811881188	Holdout
NPTransfer bl.	M. tuberculosis	Sensitivity	0.682295311406578	Holdout
NPTransfer bl.	M. tuberculosis	Specificity	0.266968325791855	Holdout
NPTransfer bl.	M. tuberculosis	Balanced accuracy	0.474631818599217	Holdout
NPTransfer bl.	M. tuberculosis	Accuracy	0.482395644283122	Holdout
NPTransfer bl.	Orthopoxvirus	AUC	0.635775862068966	Holdout
NPTransfer bl.	Orthopoxvirus	F1	0.337209302325581	Holdout
NPTransfer bl.	Orthopoxvirus	MCC	0.181122692847289	Holdout
NPTransfer bl.	Orthopoxvirus	PPV	0.202797202797203	Holdout
NPTransfer bl.	Orthopoxvirus	NPV	1	Holdout
NPTransfer bl.	Orthopoxvirus	Sensitivity	1	Holdout
NPTransfer bl.	Orthopoxvirus	Specificity	0.161764705882353	Holdout
NPTransfer bl.	Orthopoxvirus	Balanced accuracy	0.580882352941177	Holdout
